Sample Handle,Review Focus,Trigger Ref,Working Name,Name Hits,Number Hits,Definition Term Overlap,Definition Term Total,Source Anchor Count,CAPII Anchor Count,Strongest Window Chars,Excerpt Gate Decision,Confidence,Allowed Use Now,Blocked Use Now,Next Action
xport2-sample-003,tokenomics_trigger_shared,191,Selbstkontakt-Anker,0,1,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,192,Denkimpuls-Detektor,0,1,0,6,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,193,Zielbewusstseins-Booster,0,1,0,8,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,200,Impuls-Ziel-Lotung,9,5,2,7,2,2,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim.
xport2-sample-003,tokenomics_trigger_shared,201,Verdeckungs-Aufloesungsmodul,0,1,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,202,Denkspannung-Pendel,0,2,0,8,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,203,Intentions-Spiegel,0,1,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,204,Echo-Segmentierung,0,6,0,5,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,205,Impuls-Stopp-Schleife,0,2,0,5,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,206,Meta-Fokus-Trennung,0,1,0,9,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-003,tokenomics_trigger_shared,207,Regenerationsraster,19,1,2,6,4,3,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim. CAP-II/tokenomics/IP review remains mandatory.
xport2-sample-003,tokenomics_trigger_shared,210,Frequenz-Fokus-Einrastung,0,26,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,174,Impulsumkehrfeld,0,20,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,175,Kernabsichtsfilter,0,2,0,6,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,180,Zielvektor-Ueberschreibung,0,10,0,10,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,182,Ueberspannungsablauf,2,12,1,7,5,1,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim.
xport2-sample-004,tokenomics_trigger_shared,188,Erwartungsumkehr,0,8,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,191,Selbstkontakt-Anker,0,6,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,197,Authentizitaetspegel,0,2,0,8,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,200,Impuls-Ziel-Lotung,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,205,Impuls-Stopp-Schleife,0,4,0,5,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,206,Meta-Fokus-Trennung,0,2,0,9,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,207,Regenerationsraster,0,8,0,6,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-004,tokenomics_trigger_shared,210,Frequenz-Fokus-Einrastung,0,20,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-005,tokenomics_trigger_shared,179,Verdichtungszone,4,0,1,6,3,5,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim.
xport2-sample-005,tokenomics_trigger_shared,200,Impuls-Ziel-Lotung,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,174,Impulsumkehrfeld,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,175,Kernabsichtsfilter,0,4,0,6,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,176,Synchronisationsfenster,0,4,0,10,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,177,Traumaschnittstelle,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,178,Resonanzresetpunkt,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,179,Verdichtungszone,4,8,0,6,1,0,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim.
xport2-sample-006,tokenomics_trigger_shared,180,Zielvektor-Ueberschreibung,0,4,0,10,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,181,Meta-Rhythmus-Slot,4,4,0,7,1,0,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim.
xport2-sample-006,tokenomics_trigger_shared,182,Ueberspannungsablauf,4,4,2,7,1,0,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim.
xport2-sample-006,tokenomics_trigger_shared,183,Selbstbild-Neusatz,0,5,0,6,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,184,Innere Buendelungszone,0,5,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,185,Aussen-Filterresonanz,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,186,Energiezuteilungspunkt,0,4,0,8,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,187,Reizantwort-Umcodierer,0,4,0,6,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,188,Erwartungsumkehr,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,197,Authentizitaetspegel,0,2,0,8,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,200,Impuls-Ziel-Lotung,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,202,Denkspannung-Pendel,0,69,0,8,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,204,Echo-Segmentierung,0,1,0,5,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,206,Meta-Fokus-Trennung,0,1,0,9,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,207,Regenerationsraster,2,0,1,6,4,1,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim. CAP-II/tokenomics/IP review remains mandatory.
xport2-sample-006,tokenomics_trigger_shared,208,Inneres Warnsystem,0,1,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-006,tokenomics_trigger_shared,210,Frequenz-Fokus-Einrastung,0,1,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-007,tokenomics_only,200,Impuls-Ziel-Lotung,0,10,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-008,tokenomics_only,200,Impuls-Ziel-Lotung,0,8,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-009,tokenomics_only,200,Impuls-Ziel-Lotung,0,4,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-010,trigger_only,200,Impuls-Ziel-Lotung,0,1,0,7,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
xport2-sample-010,trigger_only,207,Regenerationsraster,1,0,1,6,1,0,3600,excerpt_context_supports_name_candidate,medium_context_candidate,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Manual private excerpt reading before any direct source claim.
xport2-sample-011,trigger_only,207,Regenerationsraster,0,10,0,6,0,0,0,numeric_context_only,low_numeric_signal,Private source-review routing and count-only public-safe evidence classification.,"No raw excerpt, no title, no local path, no conversation ID, no public canon, no TRG assignment.",Do not use as source evidence without exact raw context validation.
