Trigger_ID,Numeric_ID,Working_Name,Public_Name,Definition_Summary_Public,Source_Refs,Canon_Level,Audit_Status,Registry_State,Public_Canon_Flag,Publication_Lane,Notes_Public
TRIG-0068,68,Zustandssignatur,Zustandssignatur,Bedeutung: Energetisches oder emotionales Profil eines Moments. Funktion: Zustandserkennung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0069,69,Impulsmodulation,Impulsmodulation,Bedeutung: Anpassung der Intensität eines mentalen Signals. Funktion: Signalsteuerung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0070,70,Projektionsfenster,Projektionsfenster,"Bedeutung: Ort oder Moment, in dem mentale Bilder erscheinen. Funktion: Imaginative Steuerung.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0071,71,Erlaubnisfeld,Erlaubnisfeld,"Bedeutung: Inneres Areal, das Handlung oder Blockade bestimmt. Funktion: Handlungsfreigabe.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0072,72,Wirkpfad,Wirkpfad,Bedeutung: Verlauf eines Einflusses durch das System. Funktion: Einflussanalyse.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0073,73,Schnittpunkt,Schnittpunkt,Bedeutung: Ort der Entscheidung zwischen zwei Denkwegen. Funktion: Weichenstellung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0074,74,Wertespiegel,Wertespiegel,Bedeutung: Abgleich aktueller Handlungen mit inneren Werten. Funktion: Moralische Navigation.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0075,75,Innenfrequenz,Innenfrequenz,Bedeutung: Subjektives Schwingungsmuster einer Denkebene. Funktion: Resonanzabgleich.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0076,76,Hinterkanal,Hinterkanal,Bedeutung: Nebenkanal für begleitende Meta-Kommunikation. Funktion: Zusatz-Kontext neben dem Hauptkanal.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0077,77,Kernfeld,Kernfeld,Bedeutung: Energetisch verdichteter Ort mit Ursprungskraft. Funktion: Zentrumserkennung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0078,78,Empfangsfrequenz,Empfangsfrequenz,"Bedeutung: Modus, in dem externe Impulse aufgenommen werden. Funktion: Inputaktivierung.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0079,79,Erweiterungspunkt,Erweiterungspunkt,"Bedeutung: Ort im System, an dem Wachstum ermöglicht wird. Funktion: Strukturentwicklung.",Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0080,80,Grenzmarkierung,Grenzmarkierung,Bedeutung: Definition zwischen Innen- und Aussensystem. Funktion: Schnittstellen-Sicherung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0081,81,Ankerimpuls,Ankerimpuls,Bedeutung: Signal zur Verankerung in einem stabilen Zustand. Funktion: Fixierung & Stabilisierung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0082,82,Neutralisator,Neutralisator,Bedeutung: Modul zur Auflösung innerer Spannung. Funktion: Emotionsausgleich.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0083,83,Wirkspannungsbogen,Wirkspannungsbogen,Bedeutung: Zeitlich gestreckte Wirkungskurve. Funktion: Dynamische Wirksteuerung.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0084,84,Denkzellenspeicher,Denkzellenspeicher,Bedeutung: Temporärer Ort für kognitive Zwischenergebnisse. Funktion: Mentaler Cache.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0085,85,Feldabgleich,Feldabgleich,Bedeutung: Prüfung externer Impulse gegen internes Wertesystem. Funktion: Wirkungsscan.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0086,86,Quellsegment,Quellsegment,Bedeutung: Teilstruktur mit Ursprungspotenzial. Funktion: Neustartsignal.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0087,87,Orientierungsanker,Orientierungsanker,Bedeutung: Fixpunkt für klare Wahrnehmung bei Systemverwirrung. Funktion: Kurskorrektur.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
TRIG-0088,88,Wertespannung,Wertespannung,Bedeutung: Konfliktzone zwischen Innen- und Aussenwert. Funktion: Moralischer Konfliktscan.,Codex170+ physical print list (2025-07-26 15:05); Notion STAGING-001 verified evidence (2026-06-12),L2-SOURCE-BACKED-REFERENCE,documented_points_or_cluster,documented_points_or_cluster,true,public_after_trigger_review,HNV-SL-2026-06-12; name checked against physical Codex170+ print list.
